0	0,062621282
5,87685E-06	0,063461037
2,35063E-05	0,064300627
5,28847E-05	0,065139888
9,40066E-05	0,065978655
0,000146864	0,066816765
0,000211446	0,067654053
0,00028774	0,068490355
0,000375732	0,069325508
0,000475404	0,070159347
0,000586736	0,070991709
0,000709707	0,071822432
0,000844293	0,072651352
0,000990467	0,073478307
0,001148201	0,074303136
0,001317463	0,075125676
0,001498221	0,075945767
0,00169044	0,076763247
0,00189408	0,077577957
0,002109104	0,078389737
0,002335468	0,079198428
0,002573128	0,080003872
0,002822038	0,08080591
0,003082149	0,081604387
0,00335341	0,082399144
0,003635767	0,083190028
0,003929166	0,083976882
0,004233549	0,084759552
0,004548857	0,085537886
0,004875027	0,08631173
0,005211995	0,087080934
0,005559697	0,087845346
0,005918063	0,088604817
0,006287023	0,089359197
0,006666505	0,09010834
0,007056436	0,090852099
0,007456737	0,091590327
0,007867332	0,09232288
0,008288139	0,093049615
0,008719076	0,093770389
0,022576677	0,115491156
0,037025041	0,135998363
0,052064169	0,155292009
0,06769406	0,173372095
0,083914714	0,190238621
0,100726131	0,205891586
0,118128312	0,220330991
0,136121255	0,233556836
0,154704962	0,24556912
0,173879433	0,256367844
0,193644666	0,265953008
0,214000663	0,274324611
0,234947423	0,281482654
0,256484946	0,287427136
0,278613232	0,292158058
0,301332282	0,29567542
0,324642095	0,297979222
0,348542671	0,299069463
0,37303401	0,298946143
0,398116113	0,297609264
0,423788979	0,295058824
0,450052608	0,291294824
0,476907	0,286317263
0,504352156	0,280126142
0,532388075	0,27272146
0,561014757	0,264103219
0,590232202	0,254271417
0,62004041	0,243226054
0,650439382	0,230967131
0,681429117	0,217494648
0,713009615	0,202808605
0,745180877	0,186909001
0,777942902	0,169795836
0,81129569	0,151469112
0,845239241	0,131928827
0,879773555	0,111174981
0,914898633	0,089207576
0,950614474	0,06602661
0,986921078	0,041632083
0,987532873	0,041202919
0,988133789	0,040758649
0,988723452	0,040299549
0,989301497	0,039825904
0,989867565	0,039338007
0,990421304	0,038836162
0,990962371	0,03832068
0,991490431	0,037791881
0,992005155	0,037250092
0,992506224	0,036695651
0,992993328	0,036128901
0,993466163	0,035550194
0,993924437	0,034959888
0,994367866	0,034358351
0,994796173	0,033745955
0,995209094	0,033123081
0,995606371	0,032490115
0,995987759	0,03184745
0,996353021	0,031195484
0,996701931	0,030534623
0,997034271	0,029865275
0,997349835	0,029187858
0,997648428	0,02850279
0,997929864	0,027810497
0,998193969	0,027111409
0,998440579	0,02640596
0,998669541	0,025694586
0,998880713	0,02497773
0,999073963	0,024255837
0,999249172	0,023529354
0,999406231	0,022798733
0,999545043	0,022064425
0,999665521	0,021326889
0,99976759	0,02058658
0,999851189	0,019843958
0,999916263	0,019099484
0,999962774	0,018353621
0,999990692	0,01760683
1	0,016859576
0	0,062621282
9,19492E-05	0,059300822
0,000367515	0,05599054
0,000825853	0,05270058
0,001465558	0,049441027
0,00228467	0,046221871
0,003280678	0,043052979
0,004450529	0,039944063
0,005790638	0,036904653
0,007296897	0,033944063
0,00896469	0,031071368
0,010788904	0,028295373
0,01276395	0,025624586
0,014883773	0,023067192
0,017141876	0,020631031
0,019531338	0,01832357
0,022044835	0,016151879
0,024674664	0,014122616
0,027412764	0,012242
0,030250743	0,010515796
0,033179903	0,008949293
0,036191266	0,007547294
0,039275602	0,006314095
0,042423458	0,005253476
0,045625186	0,004368688
0,048870972	0,003662443
0,052150868	0,003136905
0,055454821	0,002793685
0,058772706	0,002633836
0,062094352	0,002657846
0,065409579	0,002865643
0,068708225	0,003256589
0,071980181	0,003829487
0,075215419	0,004582579
0,078404021	0,005513559
0,081536215	0,006619573
0,084602402	0,007897231
0,087593183	0,009342616
0,090499391	0,010951299
0,09331212	0,01271835
0,110288035	0,023655839
0,127536913	0,033986371
0,145058753	0,043709946
0,162853554	0,052826563
0,180921318	0,061336223
0,199262044	0,069238926
0,217875732	0,076534672
0,236762382	0,08322346
0,255921993	0,089305291
0,275354567	0,094780165
0,295060103	0,099648082
0,315038601	0,103909041
0,335290061	0,107563044
0,355814483	0,110610089
0,376611867	0,113050176
0,397682213	0,114883307
0,419025521	0,11610948
0,440641791	0,116728696
0,462531024	0,116740954
0,484693218	0,116146256
0,507128374	0,1149446
0,529836492	0,113135987
0,552817572	0,110720416
0,576071615	0,107697889
0,599598619	0,104068404
0,623398585	0,099831962
0,647471514	0,094988562
0,671817404	0,089538206
0,696436256	0,083480892
0,721328071	0,076816621
0,746492847	0,069545392
0,771930586	0,061667207
0,797641286	0,053182064
0,823624949	0,044089964
0,849881574	0,034390906
0,87641116	0,024084892
0,903213709	0,01317192
0,930289219	0,001651991
0,957637692	-0,010474896
0,959051895	-0,011071392
0,960494755	-0,011594779
0,961962496	-0,012043685
0,963451274	-0,012416937
0,964957195	-0,012713556
0,966476315	-0,012932766
0,968004658	-0,013073994
0,969538224	-0,01313687
